yourlist:M202109254ABAA9BC7178C81CEBC9459510EDDEA3208C12P,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
hsa:29796,Q9UDW1,QCR9_HUMAN,reviewed,Cytochrome b-c1 complex subunit 9 (Complex III subunit 9) (Complex III subunit X) (Cytochrome c1 non-heme 7 kDa protein) (Ubiquinol-cytochrome c reductase complex 7.2 kDa protein),UQCR10 UCRC HSPC119,Homo sapiens (Human),63
hsa:2982,Q02108,GCYA1_HUMAN,reviewed,Guanylate cyclase soluble subunit alpha-1 (GCS-alpha-1) (EC 4.6.1.2) (Guanylate cyclase soluble subunit alpha-3) (GCS-alpha-3) (Soluble guanylate cyclase large subunit),GUCY1A1 GUC1A3 GUCSA3 GUCY1A3,Homo sapiens (Human),690
hsa:2983,Q02153,GCYB1_HUMAN,reviewed,Guanylate cyclase soluble subunit beta-1 (GCS-beta-1) (EC 4.6.1.2) (Guanylate cyclase soluble subunit beta-3) (GCS-beta-3) (Soluble guanylate cyclase small subunit),GUCY1B1 GUC1B3 GUCSB3 GUCY1B3,Homo sapiens (Human),619
hsa:2984,P25092,GUC2C_HUMAN,reviewed,Heat-stable enterotoxin receptor (STA receptor) (hSTAR) (EC 4.6.1.2) (Guanylyl cyclase C) (GC-C) (Intestinal guanylate cyclase),GUCY2C GUC2C STAR,Homo sapiens (Human),1073
hsa:2986,P51841,GUC2F_HUMAN,reviewed,"Retinal guanylyl cyclase 2 (RETGC-2) (EC 4.6.1.2) (Guanylate cyclase 2F, retinal) (Guanylate cyclase F) (GC-F) (Rod outer segment membrane guanylate cyclase 2) (ROS-GC2)",GUCY2F GUC2F RETGC2,Homo sapiens (Human),1108
hsa:2987,Q16774,KGUA_HUMAN,reviewed,Guanylate kinase (EC 2.7.4.8) (GMP kinase) (Guanylate kinase 1),GUK1 GMK GMPK,Homo sapiens (Human),197
hsa:2987,Q6IBG8,Q6IBG8_HUMAN,unreviewed,Guanylate kinase (EC 2.7.4.8),GUK1 hCG_1984660,Homo sapiens (Human),197
hsa:29880,Q9Y673,ALG5_HUMAN,reviewed,Dolichyl-phosphate beta-glucosyltransferase (DolP-glucosyltransferase) (EC 2.4.1.117) (Asparagine-linked glycosylation protein 5 homolog),ALG5 HSPC149,Homo sapiens (Human),324
hsa:29906,O15466,SIA8E_HUMAN,reviewed,"Alpha-2,8-sialyltransferase 8E (EC 2.4.99.-) (Sialyltransferase 8E) (SIAT8-E) (Sialyltransferase St8Sia V) (ST8SiaV)",ST8SIA5 SIAT8E,Homo sapiens (Human),376
hsa:2992,P46976,GLYG_HUMAN,reviewed,Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186),GYG1 GYG,Homo sapiens (Human),350
hsa:29920,Q96C36,P5CR2_HUMAN,reviewed,Pyrroline-5-carboxylate reductase 2 (P5C reductase 2) (P5CR 2) (EC 1.5.1.2),PYCR2,Homo sapiens (Human),320
hsa:29920,A0A0S2Z5U6,A0A0S2Z5U6_HUMAN,unreviewed,Pyrroline-5-carboxylate reductase (EC 1.5.1.2) (Fragment),PYCR2,Homo sapiens (Human),320
hsa:29929,Q9Y672,ALG6_HUMAN,reviewed,"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6 homolog) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)",ALG6 My046,Homo sapiens (Human),507
hsa:29940,Q9UL01,DSE_HUMAN,reviewed,Dermatan-sulfate epimerase (DS epimerase) (EC 5.1.3.19) (Chondroitin-glucuronate 5-epimerase) (Squamous cell carcinoma antigen recognized by T-cells 2) (SART-2),DSE SART2,Homo sapiens (Human),958
hsa:29954,Q9UKY4,POMT2_HUMAN,reviewed,Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2),POMT2,Homo sapiens (Human),750
hsa:29956,Q96G23,CERS2_HUMAN,reviewed,Ceramide synthase 2 (CerS2) (EC 2.3.1.-) (LAG1 longevity assurance homolog 2) (SP260) (Sphingosine N-acyltransferase CERS2) (EC 2.3.1.24) (Tumor metastasis-suppressor gene 1 protein),CERS2 LASS2 TMSG1,Homo sapiens (Human),380
hsa:29958,Q9UI17,M2GD_HUMAN,reviewed,"Dimethylglycine dehydrogenase, mitochondrial (EC 1.5.8.4) (ME2GLYDH)",DMGDH,Homo sapiens (Human),866
hsa:29958,B3KQ84,B3KQ84_HUMAN,unreviewed,"cDNA FLJ33079 fis, clone TRACH2000306, highly similar to Dimethylglycine dehydrogenase, mitochondrial",,Homo sapiens (Human),866
hsa:2997,P13807,GYS1_HUMAN,reviewed,"Glycogen [starch] synthase, muscle (EC 2.4.1.11)",GYS1 GYS,Homo sapiens (Human),737
hsa:2998,P54840,GYS2_HUMAN,reviewed,"Glycogen [starch] synthase, liver (EC 2.4.1.11)",GYS2,Homo sapiens (Human),703
hsa:30,P09110,THIK_HUMAN,reviewed,"3-ketoacyl-CoA thiolase, peroxisomal (EC 2.3.1.16) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Acetyl-CoA acyltransferase) (EC 2.3.1.9) (Beta-ketothiolase) (Peroxisomal 3-oxoacyl-CoA thiolase)",ACAA1 ACAA PTHIO,Homo sapiens (Human),424
hsa:30,A0A024R2M6,A0A024R2M6_HUMAN,unreviewed,"Acetyl-Coenzyme A acyltransferase 1 (Peroxisomal 3-oxoacyl-Coenzyme A thiolase), isoform CRA_a (Epididymis secretory sperm binding protein)",ACAA1 hCG_42425,Homo sapiens (Human),424
hsa:3000,Q02846,GUC2D_HUMAN,reviewed,"Retinal guanylyl cyclase 1 (RETGC-1) (EC 4.6.1.2) (CG-E) (Guanylate cyclase 2D, retinal) (Rod outer segment membrane guanylate cyclase) (ROS-GC)",GUCY2D CORD6 GUC1A4 GUC2D RETGC RETGC1,Homo sapiens (Human),1103
hsa:3028,Q99714,HCD2_HUMAN,reviewed,3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-estradiol 17-dehydrogenase) (EC 1.1.1.62) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))) (EC 1.1.1.239) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (3alpha(or 20beta)-hydroxysteroid dehydrogenase) (EC 1.1.1.53) (7-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.159) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH),HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2,Homo sapiens (Human),261
hsa:3028,A0A0S2Z410,A0A0S2Z410_HUMAN,unreviewed,Epididymis secretory sperm binding protein (Hydroxysteroid dehydrogenase 10 isoform 1) (Fragment),HSD17B10,Homo sapiens (Human),261
hsa:3029,Q16775,GLO2_HUMAN,reviewed,"Hydroxyacylglutathione hydrolase, mitochondrial (EC 3.1.2.6) (Glyoxalase II) (Glx II)",HAGH GLO2 HAGH1,Homo sapiens (Human),308
hsa:3030,P40939,ECHA_HUMAN,reviewed,"Trifunctional enzyme subunit alpha, mitochondrial (78 kDa gastrin-binding protein) (Monolysocardiolipin acyltransferase) (EC 2.3.1.-) (TP-alpha) [Includes: Long-chain enoyl-CoA hydratase (EC 4.2.1.17); Long chain 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)]",HADHA HADH,Homo sapiens (Human),763
hsa:3030,E9KL44,E9KL44_HUMAN,unreviewed,Enoyl-CoA hydratase (EC 4.2.1.17),,Homo sapiens (Human),763
hsa:3032,P55084,ECHB_HUMAN,reviewed,"Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]",HADHB MSTP029,Homo sapiens (Human),474
hsa:3033,Q16836,HCDH_HUMAN,reviewed,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)",HADH HAD HAD1 HADHSC SCHAD,Homo sapiens (Human),314
hsa:3033,A0A140VK76,A0A140VK76_HUMAN,unreviewed,Testis secretory sperm-binding protein Li 203a,,Homo sapiens (Human),314
hsa:3034,P42357,HUTH_HUMAN,reviewed,Histidine ammonia-lyase (Histidase) (EC 4.3.1.3),HAL HIS,Homo sapiens (Human),657
hsa:3067,P19113,DCHS_HUMAN,reviewed,Histidine decarboxylase (HDC) (EC 4.1.1.22),HDC,Homo sapiens (Human),662
hsa:3073,P06865,HEXA_HUMAN,reviewed,Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha),HEXA,Homo sapiens (Human),529
hsa:3073,A0A0S2Z3W3,A0A0S2Z3W3_HUMAN,unreviewed,Beta-N-acetylhexosaminidase (EC 3.2.1.52) (Fragment),HEXA,Homo sapiens (Human),529
hsa:3074,P07686,HEXB_HUMAN,reviewed,Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A],HEXB HCC7,Homo sapiens (Human),556
hsa:3074,A0A024RAJ6,A0A024RAJ6_HUMAN,unreviewed,Beta-hexosaminidase (EC 3.2.1.52),HEXB hCG_38198,Homo sapiens (Human),556
hsa:3081,Q93099,HGD_HUMAN,reviewed,"Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)",HGD HGO,Homo sapiens (Human),445
hsa:30814,Q9NZK7,PA2GE_HUMAN,reviewed,Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E),PLA2G2E,Homo sapiens (Human),142
hsa:30815,Q969X2,SIA7F_HUMAN,reviewed,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 (EC 2.4.99.-) (GalNAc alpha-2,6-sialyltransferase VI) (ST6GalNAc VI) (ST6GalNAcVI) (hST6GalNAc VI) (Sialyltransferase 7F) (SIAT7-F)",ST6GALNAC6 SIAT7F UNQ708/PRO1359,Homo sapiens (Human),333
hsa:30815,A0A0S2Z5G9,A0A0S2Z5G9_HUMAN,unreviewed,Epididymis secretory sperm binding protein (ST6-N-acetylgalactosaminide alpha-26-sialyltransferase 6 isoform 1) (Fragment),ST6GALNAC6,Homo sapiens (Human),333
hsa:30833,Q8TCD5,NT5C_HUMAN,reviewed,"5'(3')-deoxyribonucleotidase, cytosolic type (EC 3.1.3.-) (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1) (dNT-1)",NT5C DNT1 UMPH2,Homo sapiens (Human),201
hsa:30833,V9HWF3,V9HWF3_HUMAN,unreviewed,Epididymis luminal protein 74,HEL74,Homo sapiens (Human),201
hsa:3098,P19367,HXK1_HUMAN,reviewed,Hexokinase-1 (EC 2.7.1.1) (Brain form hexokinase) (Hexokinase type I) (HK I) (Hexokinase-A),HK1,Homo sapiens (Human),917
hsa:3098,A8K7J7,A8K7J7_HUMAN,unreviewed,Hexokinase (EC 2.7.1.1),,Homo sapiens (Human),917
hsa:3098,B3KXY9,B3KXY9_HUMAN,unreviewed,Hexokinase (EC 2.7.1.1),,Homo sapiens (Human),952
hsa:3098,Q59FD4,Q59FD4_HUMAN,unreviewed,Hexokinase (EC 2.7.1.1) (Fragment),,Homo sapiens (Human),949
hsa:3099,P52789,HXK2_HUMAN,reviewed,Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II) (Hexokinase-B) (Muscle form hexokinase),HK2,Homo sapiens (Human),917
hsa:31,Q13085,ACACA_HUMAN,reviewed,Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha),ACACA ACAC ACC1 ACCA,Homo sapiens (Human),2346
hsa:3101,P52790,HXK3_HUMAN,reviewed,Hexokinase-3 (EC 2.7.1.1) (Hexokinase type III) (HK III) (Hexokinase-C),HK3,Homo sapiens (Human),923
hsa:3101,A0A024R7R1,A0A024R7R1_HUMAN,unreviewed,Hexokinase (EC 2.7.1.1),HK3 hCG_41583,Homo sapiens (Human),923
hsa:314,O75106,AOC2_HUMAN,reviewed,Retina-specific copper amine oxidase (RAO) (EC 1.4.3.21) (Amine oxidase [copper-containing]) (Semicarbazide-sensitive amine oxidase) (SSAO),AOC2,Homo sapiens (Human),756
hsa:3141,P50747,BPL1_HUMAN,reviewed,Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)],HLCS,Homo sapiens (Human),726
hsa:3155,P35914,HMGCL_HUMAN,reviewed,"Hydroxymethylglutaryl-CoA lyase, mitochondrial (HL) (HMG-CoA lyase) (EC 4.1.3.4) (3-hydroxy-3-methylglutarate-CoA lyase)",HMGCL,Homo sapiens (Human),325
hsa:3156,P04035,HMDH_HUMAN,reviewed,3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),HMGCR,Homo sapiens (Human),888
hsa:3156,A0A024RAP2,A0A024RAP2_HUMAN,unreviewed,3-hydroxy-3-methylglutaryl coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34),HMGCR hCG_1757337,Homo sapiens (Human),888
hsa:3157,Q01581,HMCS1_HUMAN,reviewed,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",HMGCS1 HMGCS,Homo sapiens (Human),520
hsa:3157,A0A024R059,A0A024R059_HUMAN,unreviewed,3-hydroxy-3-methylglutaryl coenzyme A synthase (HMG-CoA synthase) (EC 2.3.3.10),HMGCS1 hCG_36936,Homo sapiens (Human),520
hsa:3158,P54868,HMCS2_HUMAN,reviewed,"Hydroxymethylglutaryl-CoA synthase, mitochondrial (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",HMGCS2,Homo sapiens (Human),508
hsa:3158,A0A140VJL2,A0A140VJL2_HUMAN,unreviewed,3-hydroxy-3-methylglutaryl coenzyme A synthase (HMG-CoA synthase) (EC 2.3.3.10),,Homo sapiens (Human),508
hsa:316,Q06278,AOXA_HUMAN,reviewed,Aldehyde oxidase (EC 1.2.3.1) (Aldehyde oxidase 1) (Azaheterocycle hydroxylase) (EC 1.17.3.-),AOX1 AO,Homo sapiens (Human),1338
hsa:3162,P09601,HMOX1_HUMAN,reviewed,Heme oxygenase 1 (HO-1) (EC 1.14.14.18),HMOX1 HO HO1,Homo sapiens (Human),288
hsa:3162,Q6FH11,Q6FH11_HUMAN,unreviewed,Heme oxygenase (EC 1.14.14.18),HMOX1 hCG_40033,Homo sapiens (Human),288
hsa:3163,P30519,HMOX2_HUMAN,reviewed,Heme oxygenase 2 (HO-2) (EC 1.14.14.18),HMOX2 HO2,Homo sapiens (Human),316
hsa:3176,P50135,HNMT_HUMAN,reviewed,Histamine N-methyltransferase (HMT) (EC 2.1.1.8),HNMT,Homo sapiens (Human),292
hsa:317749,D5KJA1,D5KJA1_HUMAN,unreviewed,Dehydrogenase/reductase (SDR family) member 4 like 2A3,DHRS4L2,Homo sapiens (Human),216
hsa:318,P50583,AP4A_HUMAN,reviewed,"Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (EC 3.6.1.17) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Ap4A hydrolase) (Ap4Aase) (Diadenosine tetraphosphatase) (Nucleoside diphosphate-linked moiety X motif 2) (Nudix motif 2)",NUDT2 APAH1,Homo sapiens (Human),147
hsa:32,O00763,ACACB_HUMAN,reviewed,Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta),ACACB ACC2 ACCB,Homo sapiens (Human),2458
hsa:3251,P00492,HPRT_HUMAN,reviewed,Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8),HPRT1 HPRT,Homo sapiens (Human),218
hsa:3251,A0A140VJL3,A0A140VJL3_HUMAN,unreviewed,Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8),,Homo sapiens (Human),218
hsa:3283,P14060,3BHS1_HUMAN,reviewed,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type I) (3-beta-HSD I) (3-beta-hydroxy-5-ene steroid dehydrogenase) (3-beta-hydroxy-Delta(5)-steroid dehydrogenase) (EC 1.1.1.145) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Delta-5-3-ketosteroid isomerase) (Dihydrotestosterone oxidoreductase) (EC 1.1.1.210) (Steroid Delta-isomerase) (EC 5.3.3.1) (Trophoblast antigen FDO161G),HSD3B1 3BH HSDB3A,Homo sapiens (Human),373
hsa:3284,P26439,3BHS2_HUMAN,reviewed,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type II) (3-beta-HSD II) (3-beta-HSD adrenal and gonadal type) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)],HSD3B2 HSDB3B,Homo sapiens (Human),372
hsa:3284,A0A024R0F9,A0A024R0F9_HUMAN,unreviewed,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta-and steroid delta-isomerase 2, isoform CRA_a",HSD3B2 hCG_38656,Homo sapiens (Human),372
hsa:3290,P28845,DHI1_HUMAN,reviewed,Corticosteroid 11-beta-dehydrogenase isozyme 1 (EC 1.1.1.146) (11-beta-hydroxysteroid dehydrogenase 1) (11-DH) (11-beta-HSD1) (Short chain dehydrogenase/reductase family 26C member 1),HSD11B1 HSD11 HSD11L SDR26C1,Homo sapiens (Human),292
hsa:3290,X5D2L1,X5D2L1_HUMAN,unreviewed,Hydroxysteroid 11-beta dehydrogenase 1 isoform A (Fragment),HSD11B1,Homo sapiens (Human),292
hsa:3291,P80365,DHI2_HUMAN,reviewed,Corticosteroid 11-beta-dehydrogenase isozyme 2 (EC 1.1.1.-) (11-beta-hydroxysteroid dehydrogenase type 2) (11-DH2) (11-beta-HSD2) (11-beta-hydroxysteroid dehydrogenase type II) (11-HSD type II) (11-beta-HSD type II) (NAD-dependent 11-beta-hydroxysteroid dehydrogenase) (11-beta-HSD) (Short chain dehydrogenase/reductase family 9C member 3),HSD11B2 HSD11K SDR9C3,Homo sapiens (Human),405
hsa:3292,P14061,DHB1_HUMAN,reviewed,17-beta-hydroxysteroid dehydrogenase type 1 (17-beta-HSD 1) (EC 1.1.1.51) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 1) (EC 1.1.1.62) (Placental 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 28C member 1),HSD17B1 E17KSR EDH17B1 EDH17B2 EDHB17 SDR28C1,Homo sapiens (Human),328
hsa:3293,P37058,DHB3_HUMAN,reviewed,Testosterone 17-beta-dehydrogenase 3 (EC 1.1.1.64) (17-beta-hydroxysteroid dehydrogenase type 3) (17-beta-HSD 3) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Short chain dehydrogenase/reductase family 12C member 2) (Testicular 17-beta-hydroxysteroid dehydrogenase),HSD17B3 EDH17B3 SDR12C2,Homo sapiens (Human),310
hsa:3293,Q6FH62,Q6FH62_HUMAN,unreviewed,HSD17B3 protein (Hydroxysteroid (17-beta) dehydrogenase 3) (Hydroxysteroid dehydrogenase 3 isoform 1),HSD17B3 hCG_33005,Homo sapiens (Human),310
hsa:3294,P37059,DHB2_HUMAN,reviewed,17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD 2) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Microsomal 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239),HSD17B2 EDH17B2 SDR9C2,Homo sapiens (Human),387
hsa:3295,P51659,DHB4_HUMAN,reviewed,"Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]",HSD17B4 EDH17B4 SDR8C1,Homo sapiens (Human),736
hsa:3295,A0A0S2Z4J1,A0A0S2Z4J1_HUMAN,unreviewed,"Epididymis secretory sperm binding protein (Hydroxysteroid (17-beta) dehydrogenase 4, isoform CRA_b) (Hydroxysteroid dehydrogenase 4 isoform 1) (Fragment)",HSD17B4 hCG_37330,Homo sapiens (Human),736
hsa:3295,B2R659,B2R659_HUMAN,unreviewed,"cDNA, FLJ92803, highly similar to Homo sapiens hydroxysteroid (17-beta) dehydrogenase 4 (HSD17B4), mRNA",,Homo sapiens (Human),736
hsa:33,P28330,ACADL_HUMAN,reviewed,"Long-chain specific acyl-CoA dehydrogenase, mitochondrial (LCAD) (EC 1.3.8.8)",ACADL,Homo sapiens (Human),430
hsa:3340,P52848,NDST1_HUMAN,reviewed,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 1) (NDST-1) (N-heparan sulfate sulfotransferase 1) (N-HSST 1) ([Heparan sulfate]-glucosamine N-sulfotransferase 1) (HSNST 1) [Includes: Heparan sulfate N-deacetylase 1 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 1 (EC 2.8.2.-)],NDST1 HSST HSST1,Homo sapiens (Human),882
hsa:3340,A8K8T3,A8K8T3_HUMAN,unreviewed,[Heparan sulfate]-glucosamine N-sulfotransferase (EC 2.8.2.8),,Homo sapiens (Human),882
hsa:3373,Q12794,HYAL1_HUMAN,reviewed,Hyaluronidase-1 (Hyal-1) (EC 3.2.1.35) (Hyaluronoglucosaminidase-1) (Lung carcinoma protein 1) (LuCa-1),HYAL1 LUCA1,Homo sapiens (Human),435
hsa:3373,A0A024R2X3,A0A024R2X3_HUMAN,unreviewed,Hyaluronidase (EC 3.2.1.35) (Fragment),HYAL1 hCG_17459,Homo sapiens (Human),435
hsa:337876,Q70JA7,CHSS3_HUMAN,reviewed,Chondroitin sulfate synthase 3 (EC 2.4.1.175) (EC 2.4.1.226) (Carbohydrate synthase 2) (Chondroitin glucuronyltransferase 3) (Chondroitin synthase 2) (ChSy-2) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 3) (N-acetylgalactosaminyltransferase 3),CHSY3 CHSY2 CSS3,Homo sapiens (Human),882
hsa:338707,Q76KP1,B4GN4_HUMAN,reviewed,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 (NGalNAc-T1) (EC 2.4.1.244) (Beta-1,4-N-acetylgalactosaminyltransferase IV) (Beta4GalNAc-T4) (Beta4GalNAcT4)",B4GALNT4,Homo sapiens (Human),1039
hsa:339221,Q6UWV6,ENPP7_HUMAN,reviewed,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (E-NPP 7) (NPP-7) (EC 3.1.4.12) (Alkaline sphingomyelin phosphodiesterase) (Intestinal alkaline sphingomyelinase) (Alk-SMase),ENPP7 UNQ3077/PRO9912,Homo sapiens (Human),458
hsa:339896,Q6ZQY3,GADL1_HUMAN,reviewed,Acidic amino acid decarboxylase GADL1 (Aspartate 1-decarboxylase) (ADC) (HuADC) (EC 4.1.1.11) (Cysteine sulfinic acid decarboxylase) (CSADC) (HuCSADC) (EC 4.1.1.29) (Glutamate decarboxylase-like protein 1),GADL1,Homo sapiens (Human),521
hsa:339983,Q8N9F0,NAT8L_HUMAN,reviewed,N-acetylaspartate synthetase (NAA synthetase) (EC 2.3.1.17) (Camello-like protein 3) (N-acetyltransferase 8-like protein),NAT8L CML3,Homo sapiens (Human),302
hsa:34,P11310,ACADM_HUMAN,reviewed,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (MCAD) (EC 1.3.8.7) (Medium chain acyl-CoA dehydrogenase) (MCADH)",ACADM,Homo sapiens (Human),421
hsa:34,A0A0S2Z366,A0A0S2Z366_HUMAN,unreviewed,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial (EC 1.3.8.7) (Fragment)",ACADM,Homo sapiens (Human),421
hsa:340485,Q5QJU3,ACER2_HUMAN,reviewed,Alkaline ceramidase 2 (AlkCDase 2) (Alkaline CDase 2) (haCER2) (EC 3.5.1.-) (EC 3.5.1.23) (Acylsphingosine deacylase 3-like) (N-acylsphingosine amidohydrolase 3-like),ACER2 ASAH3L PP11646,Homo sapiens (Human),275
hsa:340485,B3KVV5,B3KVV5_HUMAN,unreviewed,Alkaline ceramidase (EC 3.5.1.-),,Homo sapiens (Human),275
hsa:340665,Q6V0L0,CP26C_HUMAN,reviewed,Cytochrome P450 26C1 (EC 1.14.-.-),CYP26C1,Homo sapiens (Human),522
hsa:341392,P0C7M7,ACSM4_HUMAN,reviewed,"Acyl-coenzyme A synthetase ACSM4, mitochondrial (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 4)",ACSM4,Homo sapiens (Human),580
hsa:3417,O75874,IDHC_HUMAN,reviewed,Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase),IDH1 PICD,Homo sapiens (Human),414
hsa:3417,A0A024R3Y6,A0A024R3Y6_HUMAN,unreviewed,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),IDH1 HEL-S-26 hCG_15937,Homo sapiens (Human),414
